,story_key,treatment_key,author_stance,editor_stance,bertscore_precision,bertscore_recall,bertscore_f1,fact_presence_avg
233,vaccines,pro_vs_neutral,pro,neutral,0.20413723587989807,0.626238226890564,0.4078342616558075,0.826348066329956
234,vaccines,pro_vs_neutral,pro,neutral,0.2725338935852051,0.6574307084083557,0.45901167392730713,0.8711639642715454
235,vaccines,pro_vs_neutral,pro,neutral,0.37723618745803833,0.7746273279190063,0.5694761276245117,0.883208155632019
236,vaccines,pro_vs_neutral,pro,neutral,0.16437125205993652,0.4654807448387146,0.3117346465587616,0.7964129447937012
237,vaccines,pro_vs_neutral,pro,neutral,0.24940225481987,0.7062860131263733,0.4690760672092438,0.8672502040863037
238,vaccines,pro_vs_neutral,pro,neutral,-0.024643218144774437,0.017412081360816956,-0.002073767129331827,0.37954166531562805
239,vaccines,pro_vs_neutral,pro,neutral,0.2621121108531952,0.6678103804588318,0.4582311809062958,0.8132514357566833
240,vaccines,control,neutral,neutral,0.12158035486936569,0.4235382378101349,0.2693774700164795,0.7941989898681641
241,vaccines,control,neutral,neutral,0.0024596168659627438,-0.07818086445331573,-0.03650776669383049,0.25446608662605286
242,vaccines,control,neutral,neutral,-0.07445532083511353,-0.12068261951208115,-0.0958968922495842,0.14286094903945923
243,vaccines,control,neutral,neutral,0.111394502222538,0.5259923934936523,0.31164246797561646,0.8491688370704651
244,vaccines,control,neutral,neutral,-0.07699877768754959,-0.1008482277393341,-0.08718438446521759,0.12029530853033066
245,vaccines,control,neutral,neutral,-0.12206640094518661,-0.12536203861236572,-0.12188926339149475,0.09458056092262268
246,vaccines,control,neutral,neutral,-0.018692804500460625,-0.1344548761844635,-0.07551626861095428,0.12398363649845123
247,vaccines,control,neutral,neutral,0.0006933480617590249,-0.12960036098957062,-0.06359740346670151,0.34447699785232544
248,vaccines,control,neutral,neutral,-0.013149912469089031,-0.12095817178487778,-0.06591909378767014,0.09184209257364273
249,vaccines,control,neutral,neutral,-0.05742655321955681,0.01648779958486557,-0.019086992368102074,0.4686529040336609
