,story_key,treatment_key,author_stance,editor_stance,bertscore_precision,bertscore_recall,bertscore_f1,fact_presence_avg
208,vaccines,pro_vs_anti,pro,anti,0.5001526474952698,0.7891236543655396,0.6414855122566223,0.8410753011703491
209,vaccines,pro_vs_anti,pro,anti,0.562721312046051,0.8288702964782715,0.6931548714637756,0.8886483907699585
210,vaccines,anti_vs_pro,anti,pro,0.39652541279792786,0.6813028454780579,0.5359709858894348,0.8622007369995117
211,vaccines,anti_vs_pro,anti,pro,0.16588211059570312,0.5672741532325745,0.36003026366233826,0.8536757826805115
212,vaccines,anti_vs_pro,anti,pro,0.09315202385187149,0.4821156859397888,0.2815689742565155,0.7475762367248535
213,vaccines,anti_vs_pro,anti,pro,-0.054375823587179184,-0.1127326637506485,-0.08197030425071716,0.29589682817459106
214,vaccines,anti_vs_pro,anti,pro,0.019066717475652695,-0.0015457754489034414,0.010349058546125889,0.3977643847465515
215,vaccines,anti_vs_pro,anti,pro,0.3184777498245239,0.5346635580062866,0.4253309667110443,0.8155537247657776
216,vaccines,anti_vs_pro,anti,pro,-0.0519116073846817,-0.026813721284270287,-0.037705689668655396,0.3454362750053406
217,vaccines,anti_vs_pro,anti,pro,0.016373980790376663,0.0038432152941823006,0.01170908473432064,0.40683847665786743
218,vaccines,anti_vs_pro,anti,pro,-0.011671241372823715,-0.004817725624889135,-0.006608719937503338,0.43515944480895996
219,vaccines,anti_vs_pro,anti,pro,0.3384815752506256,0.6911339163780212,0.5099072456359863,0.8636678457260132
220,vaccines,neutral_vs_pro,neutral,pro,-0.03358634561300278,0.0629035085439682,0.01579269766807556,0.49125412106513977
221,vaccines,neutral_vs_pro,neutral,pro,-0.027671663090586662,0.04554767161607742,0.010279132053256035,0.5298864841461182
222,vaccines,neutral_vs_pro,neutral,pro,-0.02714422345161438,-0.05499069765210152,-0.039416052401065826,0.3931506872177124
223,vaccines,neutral_vs_pro,neutral,pro,0.026548156514763832,0.006381541024893522,0.018041985109448433,0.4470657706260681
224,vaccines,neutral_vs_pro,neutral,pro,-0.048771731555461884,-0.15157124400138855,-0.09893231838941574,0.09498495608568192
225,vaccines,neutral_vs_pro,neutral,pro,0.3991250991821289,0.6289516091346741,0.512412965297699,0.7928426265716553
226,vaccines,neutral_vs_pro,neutral,pro,0.04475703462958336,-0.02202252484858036,0.012746674939990044,0.39749473333358765
227,vaccines,neutral_vs_pro,neutral,pro,-0.05660373345017433,-0.12655480206012726,-0.09005948156118393,0.12738633155822754
228,vaccines,neutral_vs_pro,neutral,pro,-0.009851556271314621,-0.1202082708477974,-0.06392655521631241,0.09425929188728333
229,vaccines,neutral_vs_pro,neutral,pro,-0.04369613900780678,-0.11689069122076035,-0.07881515473127365,0.2912369966506958
230,vaccines,pro_vs_neutral,pro,neutral,0.14318309724330902,0.6728290319442749,0.3958740830421448,0.8497365713119507
231,vaccines,pro_vs_neutral,pro,neutral,0.016069402918219566,0.01027074083685875,0.014771352522075176,0.4241473376750946
232,vaccines,pro_vs_neutral,pro,neutral,0.22041110694408417,0.6589269638061523,0.4316578507423401,0.852001428604126
